MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg/L,COND_mS/m,Ca_meq/L,Mg_meq/L,Na_meq/L,K_meq/L,ALK_meq/L,Cl_meq/L,SO4_meq/L,NO32_mg/L,NH4N_mg/L,TOTP_mg/L,DO_mg/L,CODMN_mg/L
Cambodia,H020102,2002-06-15,2002,6,15,30.9,7.46,96.66,15.31,0.3516,0.414,0.3119,0.0399,0.59,0.058,0.43,0.3811,0.0099,0.0209,6.0,2.4
Cambodia,H020102,2002-11-18,2002,11,18,30.8,7.37,27.33,9.67,0.2155,0.579,0.1739,0.0324,0.792,0.0358,0.138,0.0236,0.0305,0.0084,4.7,2.42
Cambodia,H020103,2002-02-20,2002,2,20,29.2,7.27,14.66,8.89,0.2098,0.368,0.259,0.0403,0.678,0.0429,0.155,0.1203,0.0077,0.0177,5.2,4.508
Cambodia,H020103,2002-03-21,2002,3,21,31.0,6.8,34.0,8.4,0.1628,0.385,0.228,0.037,0.564,0.0586,0.159,0.05664,0.1467,0.0189,5.368,4.864
Cambodia,H020103,2002-06-15,2002,6,15,31.2,7.51,62.0,16.3,0.4193,0.69,0.257,0.0405,0.767,0.135,0.424,0.441,0.0333,0.0259,5.7,2.0
Cambodia,H020103,2002-09-30,2002,9,30,29.8,6.97,5.33,9.47,0.2573,0.521,0.1618,0.0283,0.773,0.012,0.13,0.08007,0.03,0.0084,4.3,2.36
Cambodia,H020103,2002-11-18,2002,11,18,30.5,7.35,17.33,10.71,0.2446,0.661,0.1903,0.03371,0.871,0.0618,0.104,0.0108,0.025,0.0089,5.4,2.22
Cambodia,H020106,2002-02-23,2002,2,23,30.2,8.35,15.33,9.06,0.2098,0.339,0.2179,0.03889,0.593,0.033,0.165,0.028,0.0117,0.0177,9.08,5.28
Cambodia,H020106,2002-03-21,2002,3,21,29.4,7.02,72.66,9.6,0.2063,0.323,0.251,0.0419,0.635,0.0597,0.136,0.01149,0.0254,0.019,6.043,5.548
Cambodia,H020106,2002-06-16,2002,6,16,32.2,7.7,10.66,18.72,0.3762,0.5229,0.3812,0.041,0.683,0.0135,0.619,0.26749,0.0354,0.0126,6.5,2.2
Cambodia,H020106,2002-07-21,2002,7,21,31.6,7.0,20.66,10.16,0.253,0.487,0.1891,0.0286,0.756,0.032,0.174,0.0751,0.0728,0.009,6.209,2.6
Cambodia,H020106,2002-09-24,2002,9,24,29.9,7.02,2.66,10.43,0.2773,0.627,0.14605,0.0302,0.92,0.0204,0.124,0.08654,0.0531,0.0054,6.2,1.8
Cambodia,H020106,2002-11-11,2002,11,11,31.8,7.17,2.66,9.72,0.2085,0.584,0.1809,0.03459,0.792,0.0596,0.0844,0.0135,0.0318,0.0074,7.5,3.18
Cambodia,H033401,2002-03-22,2002,3,22,30.2,7.07,13.33,9.6,0.1935,0.45,0.2699,0.0388,0.727,0.0316,0.19,0.1428,0.0358,0.0189,6.52,4.332
Cambodia,H033401,2002-05-18,2002,5,18,31.8,8.55,12.66,13.62,0.2323,0.668,0.2369,0.0451,0.6841,0.0745,0.365,0.1968,0.0465,0.004,7.3,5.32
Cambodia,H033401,2002-06-17,2002,6,17,30.2,7.69,196.0,14.91,0.268,0.752,0.2634,0.0368,0.697,0.018,0.59,0.4836,0.004,0.0204,6.86,1.96
Cambodia,H033401,2002-09-21,2002,9,21,28.6,7.02,76.66,9.11,0.2383,0.498,0.1735,0.0251,0.708,0.018,0.153,0.199,0.0127,0.0089,7.67,3.2
Cambodia,H033401,2002-11-21,2002,11,21,30.2,7.16,34.66,9.76,0.2095,0.571,0.1698,0.03223,0.792,0.0249,0.119,0.03216,0.0325,0.0084,7.83,2.82
Cambodia,H033402,2002-01-15,2002,1,15,27.6,7.08,15.33,8.59,0.18,0.307,0.1932,0.0347,0.525,0.0339,0.146,0.0674,0.0089,0.0157,6.2,4.704
Cambodia,H033402,2002-02-19,2002,2,19,29.8,7.16,7.33,8.54,0.1755,0.37,0.2249,0.03811,0.597,0.0517,0.158,0.066,0.0077,0.0077,8.4,4.0
Cambodia,H033402,2002-03-22,2002,3,22,30.5,7.19,13.33,9.7,0.1865,0.319,0.253,0.042,0.523,0.0668,0.249,0.1417,0.0853,0.0097,6.745,3.952
Cambodia,H033402,2002-04-30,2002,4,30,32.2,8.72,7.0,13.2,0.2306,0.509,0.3323,0.042,0.584,0.0308,0.49,0.01059,0.0052,0.0069,6.75,5.5169
Cambodia,H033402,2002-05-18,2002,5,18,32.2,7.84,4.0,14.1,0.2773,0.579,0.24486,0.048,0.7511,0.0194,0.344,0.1146,0.0483,0.0046,6.9,4.16
Cambodia,H033402,2002-06-17,2002,6,17,30.4,7.63,96.0,15.03,0.3567,0.609,0.297,0.038,0.848,0.0147,0.408,0.39,0.0219,0.0249,6.75,2.08
Cambodia,H033402,2002-09-21,2002,9,21,28.0,7.01,127.33,9.3,0.2284,0.526,0.1568,0.0271,0.709,0.0132,0.151,0.197,0.0045,0.0134,6.89,1.84
Cambodia,H033402,2002-11-21,2002,11,21,30.2,7.23,41.33,9.98,0.2165,0.599,0.1899,0.0337,0.792,0.0098,0.153,0.03682,0.027,0.0094,5.6,2.41
Cambodia,H640110,2002-01-16,2002,1,16,27.0,7.27,25.33,10.46,0.177,0.29,0.3798,0.0468,0.546,0.0547,0.283,0.03285,0.0036,0.07,8.0,1.96
Cambodia,H640110,2002-02-21,2002,2,21,28.8,7.42,52.0,11.51,0.2146,0.279,0.4681,0.0562,0.538,0.0077,0.446,0.03796,0.0338,0.011,6.3,3.86
Cambodia,H640110,2002-03-23,2002,3,23,30.2,7.09,56.0,12.6,0.1875,0.332,0.4988,0.0281,0.564,0.0105,0.429,0.0137,0.0306,0.0116,6.929,2.394
Cambodia,H640110,2002-04-29,2002,4,29,31.4,7.4,38.0,12.8,0.1663,0.315,0.463,0.0595,0.594,0.0682,0.284,0.2569,0.0221,0.0107,5.66,7.8286
Cambodia,H640110,2002-06-18,2002,6,18,30.6,7.61,70.0,10.11,0.1466,0.315,0.3901,0.046,0.465,0.052,0.339,0.0933,0.0022,0.0175,5.6,3.94
Cambodia,H640110,2002-07-23,2002,7,23,29.0,7.24,97.0,7.09,0.121,0.231,0.2813,0.0458,0.553,0.0534,0.087,0.0299,0.0367,0.015,5.22,2.92
Cambodia,H640110,2002-09-21,2002,9,21,29.2,7.04,46.66,6.31,0.1135,0.259,0.2265,0.0378,0.475,0.0228,0.109,0.0882,0.0163,0.0119,7.05,1.96
Cambodia,H640110,2002-11-21,2002,11,21,29.8,7.22,127.33,7.13,0.1039,0.287,0.21502,0.034,0.501,0.0488,0.0802,0.1168,0.035,0.0109,8.39,4.06
Cambodia,H014901,2003-02-12,2003,2,12,32.0,7.28,10.0,17.19,0.941,0.3661,0.3636,0.0363,1.316,0.0102,0.378,0.1865,0.0016,0.0163,11.341,0.8543
Cambodia,H014901,2003-03-10,2003,3,10,30.0,7.69,3.33,18.84,0.9657,0.505,0.3704,0.051,1.408,0.0078,0.378,0.01668,0.0049,0.0176,10.979,1.2
Cambodia,H014901,2003-04-19,2003,4,19,30.0,7.67,13.33,18.197,0.954,0.418,0.3513,0.0397,1.376,0.0141,0.42,0.306,0.0028,0.0086,9.964,0.94
Cambodia,H014901,2003-05-16,2003,5,16,30.0,7.486,45.33,19.08,1.0,0.45,0.356,0.0442,1.316,0.0104,0.436,0.0172,0.0318,0.00132,8.029,1.04
Cambodia,H014901,2003-06-15,2003,6,15,31.0,7.2,77.33,14.1,0.852,0.207,0.2426,0.0354,0.9896,0.0243,0.378,0.245,0.0133,0.0211,7.506,1.52
Cambodia,H014901,2003-08-06,2003,8,6,29.0,6.56,95.0,7.82,0.412,0.164,0.1821,0.0288,0.646,0.0266,0.076,0.1237,0.007,0.0426,9.8612,2.68
Cambodia,H014901,2003-09-09,2003,9,9,29.0,5.55,195.0,7.45,0.4735,0.1611,0.1503,0.0237,0.646,0.0352,0.1,0.1383,0.0159,0.0396,8.5771,1.08
Cambodia,H014901,2003-10-15,2003,10,15,29.0,7.02,98.0,8.8,0.5373,0.195,0.1991,0.0275,0.764,0.0457,0.132,0.1262,0.0113,0.0688,8.2089,2.2
Cambodia,H014901,2003-11-21,2003,11,21,27.2,6.5,31.0,12.6,0.728,0.36,0.1905,0.0302,1.1083,0.0197,0.2566,0.1276,0.0215,0.072,8.144,2.2
Cambodia,H014901,2003-12-19,2003,12,19,27.0,6.42,27.5,17.2,0.995,0.398,0.3237,0.0316,1.319,0.0908,0.3197,0.02757,0.0018,0.0461,7.496,1.68
Cambodia,H019801,2003-01-24,2003,1,24,26.0,7.31,20.0,17.98,1.0427,0.4219,0.3469,0.032,1.388,0.0099,0.335,0.1536,0.0014,0.0052,8.858,0.4138
Cambodia,H019801,2003-02-24,2003,2,24,30.0,7.42,4.66,18.37,1.0149,0.3941,0.3577,0.0343,1.384,0.0079,0.334,0.0408,0.0015,0.0176,9.641,0.5288
Cambodia,H019801,2003-03-31,2003,3,31,31.0,7.49,4.0,19.2,0.8989,0.55,0.3773,0.0395,1.316,0.0101,0.466,0.00398,0.0085,0.0114,8.2008,1.28
Cambodia,H019801,2003-04-25,2003,4,25,30.8,7.55,2.0,20.2,0.97,0.57,0.3548,0.0398,1.4396,0.0129,0.62,0.0161,0.0092,0.00132,7.86,0.84
Cambodia,H019801,2003-05-23,2003,5,23,32.0,7.05,8.0,17.32,0.904,0.396,0.407,0.0437,1.236,0.0104,0.401,0.0155,0.027,0.0132,7.734,1.0
Cambodia,H019801,2003-06-17,2003,6,17,32.0,7.17,66.66,15.11,0.78,0.314,0.372,0.0357,0.996,0.0255,0.448,0.2382,0.0097,0.0189,6.736,1.6
Cambodia,H019801,2003-07-18,2003,7,18,31.3,7.12,121.0,14.1,0.7034,0.3423,0.2681,0.0436,0.936,0.0141,0.387,0.1844,0.0063,0.0206,6.9,1.12
Cambodia,H019801,2003-09-26,2003,9,26,29.9,6.62,106.0,9.87,0.6427,0.2249,0.1852,0.0277,0.8196,0.0088,0.175,0.129,0.0017,0.0761,7.1,1.68
Cambodia,H019801,2003-10-18,2003,10,18,29.8,6.7,23.0,12.4,0.7641,0.2826,0.1847,0.0324,0.976,0.0076,0.166,0.0974,0.0084,0.1616,7.0,2.24
Cambodia,H019801,2003-11-22,2003,11,22,29.5,5.84,3.0,12.3,0.744,0.288,0.1915,0.0312,0.959,0.0162,0.2601,0.1384,0.0081,0.0811,6.8,2.08
Cambodia,H019801,2003-12-13,2003,12,13,26.7,6.16,10.0,12.9,0.8427,0.2503,0.2056,0.0329,0.9748,0.0139,0.3359,0.00504,0.0064,0.0183,7.4,2.44
Cambodia,H019802,2003-01-23,2003,1,23,25.8,7.44,32.66,17.68,1.0626,0.3443,0.3438,0.0219,1.376,0.0077,0.33,0.1838,0.0792,0.0147,8.924,0.7862
Cambodia,H019802,2003-02-22,2003,2,22,30.2,7.48,6.0,18.42,0.9353,0.5094,0.3656,0.0358,1.436,0.01246,0.319,0.01422,0.006,0.0046,8.301,0.6716
Cambodia,H019802,2003-03-28,2003,3,28,30.6,7.83,8.0,18.61,0.894,0.54,0.3882,0.00397,1.356,0.0078,0.402,0.0059,0.0342,0.0228,8.9078,1.04
Cambodia,H019802,2003-04-21,2003,4,21,32.6,7.4,2.0,20.1,0.9878,0.58,0.3543,0.0396,1.356,0.0082,0.46,0.0124,0.002,0.0125,7.46,1.4
Cambodia,H019802,2003-05-23,2003,5,23,31.0,7.1,10.0,17.25,0.796,0.414,0.415,0.0418,1.256,0.0127,0.382,0.032,0.0193,0.0149,6.769,1.4
Cambodia,H019802,2003-06-17,2003,6,17,31.6,7.02,71.33,15.8,0.796,0.318,0.407,0.034,0.996,0.0139,0.494,0.26,0.0118,0.0251,6.818,2.2
Cambodia,H019802,2003-07-18,2003,7,18,32.0,7.09,64.0,13.7,0.9512,0.2229,0.2543,0.0331,0.956,0.0082,0.446,0.1855,0.0049,0.0177,7.156,1.68
Cambodia,H019802,2003-08-14,2003,8,14,31.0,6.7,158.0,9.66,0.616,0.194,0.122,0.027,0.736,0.0566,0.127,0.1497,0.0103,0.1319,6.5,1.84
Cambodia,H019802,2003-09-26,2003,9,26,28.7,6.41,181.0,9.69,0.6328,0.201,0.1812,0.0285,0.816,0.0077,0.157,0.1266,0.0027,0.0556,7.5,1.6
Cambodia,H019802,2003-10-18,2003,10,18,30.1,6.85,50.0,11.5,0.728,0.2168,0.1746,0.0313,0.904,0.0098,0.174,0.1303,0.0084,0.0654,7.729,2.4
Cambodia,H019802,2003-11-22,2003,11,22,28.9,5.53,13.0,12.5,0.754,0.328,0.1905,0.0303,0.998,0.0139,0.2615,0.1481,0.0215,0.0897,7.0,2.72
Cambodia,H019802,2003-12-04,2003,12,4,27.0,5.64,11.0,16.0,0.916,0.4577,0.3086,0.0325,1.2824,0.0081,0.3231,0.01612,0.0036,0.0183,7.8,2.48
Cambodia,H019806,2003-01-22,2003,1,22,26.6,7.42,17.33,14.76,0.7494,0.3751,0.3033,0.0352,1.076,0.0077,0.278,0.1147,0.0159,0.0175,7.378,0.5379
Cambodia,H019806,2003-02-22,2003,2,22,29.0,7.33,4.66,14.77,0.7641,0.3901,0.2978,0.0387,1.164,0.01246,0.251,0.0166,0.0495,0.0107,6.389,1.339
Cambodia,H019806,2003-03-29,2003,3,29,30.0,7.44,2.66,15.99,0.7968,0.273,0.342,0.0483,1.177,0.0189,0.332,0.1096,0.015,0.0165,8.0035,2.12
Cambodia,H019806,2003-04-21,2003,4,21,31.0,7.4,4.0,19.12,1.125,0.359,0.3365,0.039,1.356,0.0088,0.43,0.0275,0.022,0.0063,7.46,1.24
Cambodia,H019806,2003-05-14,2003,5,14,30.0,7.65,3.33,18.98,0.98,0.336,0.433,0.0417,1.296,0.0081,0.429,0.0254,0.027,0.0143,8.585,1.16
Cambodia,H019806,2003-06-18,2003,6,18,32.0,7.22,55.33,15.3,0.776,0.29,0.393,0.0369,0.976,0.0243,0.439,0.243,0.014,0.0223,7.015,1.12
Cambodia,H019806,2003-07-16,2003,7,16,30.8,7.11,110.0,12.5,0.68,0.2906,0.2094,0.0307,0.796,0.0164,0.343,0.1964,0.007,0.0183,6.6214,1.52
Cambodia,H019806,2003-08-27,2003,8,27,28.4,6.74,137.0,9.97,0.668,0.1343,0.1996,0.0255,0.786,0.0866,0.087,0.1541,0.0128,0.1508,7.6965,2.0
Cambodia,H019806,2003-09-26,2003,9,26,29.6,6.55,192.0,10.0,0.6347,0.1911,0.1862,0.0283,0.796,0.0121,0.161,0.1301,0.0001,0.0892,6.8,1.36
Cambodia,H019806,2003-10-17,2003,10,17,30.2,6.64,65.0,11.5,0.6703,0.2747,0.2524,0.0319,0.986,0.013,0.171,0.1026,0.0103,0.0409,5.941,2.32
Cambodia,H019806,2003-11-23,2003,11,23,29.9,6.54,1.0,11.0,0.564,0.224,0.2537,0.0328,0.8879,0.022,0.1753,0.062,0.082,0.0668,6.0,2.8
Cambodia,H019806,2003-12-15,2003,12,15,27.5,6.23,14.0,11.32,0.5641,0.2403,0.2745,0.0768,0.901,0.0208,0.16154,0.00503,0.0008,0.0609,7.3,3.0
Cambodia,H020101,2003-01-24,2003,1,24,27.3,6.97,40.0,8.112,0.4127,0.16567,0.1984,0.0387,0.66,0.0517,0.0743,0.0343,0.0527,0.0071,7.395,1.6966
Cambodia,H020101,2003-02-24,2003,2,24,29.1,7.21,11.33,9.21,0.4577,0.2288,0.2221,0.0414,0.768,0.0419,0.118,0.0784,0.0957,0.0074,5.065,3.3968
Cambodia,H020101,2003-03-31,2003,3,31,32.0,6.74,10.0,8.4,0.3833,0.147,0.2489,0.0491,0.556,0.0122,0.199,0.0827,0.041,0.0159,3.712,4.08
Cambodia,H020101,2003-04-25,2003,4,25,31.0,7.07,23.33,7.07,0.3069,0.135,0.1833,0.051,0.456,0.047,0.15,0.254,0.019,0.045,5.981,4.68
Cambodia,H020101,2003-05-23,2003,5,23,31.0,6.63,12.0,14.04,0.56,0.37,0.385,0.0478,0.916,0.0266,0.324,0.244,0.03,0.0359,5.771,1.76
Cambodia,H020101,2003-06-17,2003,6,17,32.0,7.23,52.66,14.7,0.756,0.29,0.372,0.0363,0.956,0.0255,0.43,0.238,0.0118,0.024,5.268,1.32
Cambodia,H020101,2003-07-18,2003,7,18,31.1,7.06,75.0,14.1,0.70557,0.2985,0.2749,0.0365,0.936,0.0082,0.355,0.2193,0.0056,0.0291,6.2,1.44
Cambodia,H020101,2003-08-27,2003,8,27,27.8,6.72,168.0,9.64,0.68,0.168,0.1782,0.0242,0.804,0.0716,0.112,0.1589,0.0087,0.137,6.8482,1.96
Cambodia,H020101,2003-09-26,2003,9,26,29.7,6.53,114.0,9.79,0.6447,0.207,0.1822,0.0273,0.8276,0.0077,0.157,0.1236,0.0037,0.0738,6.0,1.4
Cambodia,H020101,2003-10-18,2003,10,18,29.2,6.54,29.33,9.4,0.593,0.2229,0.185,0.0334,0.819,0.0293,0.135,0.0135,0.0277,0.0335,4.5,3.04
Cambodia,H020101,2003-11-23,2003,11,23,29.7,6.63,22.0,9.63,0.532,0.228,0.1865,0.0297,0.754,0.0243,0.1829,0.0109,0.042,0.024,2.75,5.8
Cambodia,H020101,2003-12-13,2003,12,13,27.2,6.65,36.5,9.5,0.5672,0.2228,0.1162,0.0362,0.7892,0.0428,0.1247,0.03164,0.0738,0.0246,5.8,4.16
Cambodia,H020102,2003-01-25,2003,1,25,27.0,7.1,26.0,8.45,0.4179,0.2129,0.22026,0.0402,0.716,0.0209,0.153,0.0369,0.0339,0.0103,5.42,3.062
Cambodia,H020102,2003-02-23,2003,2,23,30.0,7.21,5.33,9.16,0.3661,0.2806,0.2192,0.0419,0.736,0.0465,0.0965,0.0626,0.0779,0.0063,6.046,3.1527
Cambodia,H020102,2003-03-12,2003,3,12,31.0,6.6,19.33,7.88,0.3774,0.133,0.237,0.0452,0.616,0.0689,0.126,0.0827,0.132,0.029,5.42,3.84
Cambodia,H020102,2003-04-24,2003,4,24,32.0,7.21,27.33,7.81,0.36211,0.1269,0.177,0.0434,0.576,0.0528,0.12,0.61,0.002,0.0372,5.608,3.84
Cambodia,H020102,2003-05-25,2003,5,25,31.0,6.57,44.66,8.57,0.324,0.186,0.286,0.0483,0.556,0.0659,0.172,0.525,0.0086,0.0587,6.409,2.688
Cambodia,H020102,2003-06-16,2003,6,16,31.0,7.06,46.0,12.63,0.544,0.267,0.32,0.0352,0.763,0.0347,0.342,0.21007,0.0154,0.0274,6.393,2.24
Cambodia,H020102,2003-07-15,2003,7,15,30.0,7.08,69.0,12.1,0.6681,0.2866,0.2455,0.0218,0.776,0.0106,0.42,0.0605,0.007,0.016,5.6,1.44
Cambodia,H020102,2003-08-13,2003,8,13,30.0,6.82,80.0,9.87,0.608,0.204,0.1986,0.0258,0.8256,0.0616,0.112,0.1253,0.022,0.1147,6.7,2.24
Cambodia,H020102,2003-09-27,2003,9,27,29.6,6.25,51.0,9.42,0.5109,0.197,0.1742,0.031,0.756,0.0099,0.136,0.0759,0.0048,0.0453,5.0,1.84
Cambodia,H020102,2003-10-16,2003,10,16,30.2,6.58,3.5,8.6,0.5651,0.106,0.1618,0.0316,0.696,0.012,0.134,0.0232,0.0199,0.0199,4.5,2.84
Cambodia,H020102,2003-11-21,2003,11,21,29.5,5.74,23.0,8.5,0.52,0.132,0.1906,0.0295,0.7489,0.0335,0.1117,0.036,0.0071,0.0645,5.0,3.4
Cambodia,H020102,2003-12-15,2003,12,15,25.8,6.02,28.0,9.3,0.5213,0.1547,0.1982,0.0358,0.685,0.0139,0.1666,0.0342,0.07,0.0302,5.7,3.88
Cambodia,H020103,2003-01-25,2003,1,25,27.0,7.29,17.33,8.98,0.559,0.13,0.2119,0.041,0.7676,0.0429,0.0931,0.0264,0.0159,0.0071,6.32,2.6897
Cambodia,H020103,2003-02-23,2003,2,23,29.0,7.31,26.0,9.89,0.517,0.1288,0.2251,0.0448,0.776,0.0306,0.12,0.037,0.0531,0.0046,5.801,3.0917
Cambodia,H020103,2003-03-12,2003,3,12,30.0,6.69,18.0,8.18,0.3754,0.155,0.242,0.0489,0.636,0.0156,0.179,0.2314,0.03149,0.0062,6.32,3.76
Cambodia,H020103,2003-04-24,2003,4,24,32.2,7.2,53.33,7.24,0.2821,0.163,0.1892,0.0395,0.436,0.061,0.17,0.0073,0.0281,0.0316,4.22,3.06
Cambodia,H020103,2003-05-25,2003,5,25,30.0,6.62,117.0,7.47,0.32,0.01,0.312,0.0524,0.436,0.1029,0.17,0.0825,0.0102,0.0889,2.368,5.32
Cambodia,h020103,2003-06-16,2003,6,16,31.0,6.99,27.33,10.5,0.557,0.227,0.27,0.0351,0.656,0.0544,0.335,0.1672,0.028,0.0314,5.988,1.72
Cambodia,h020103,2003-07-15,2003,7,15,30.6,6.93,32.0,14.2,0.788,0.3224,0.3044,0.0356,0.816,0.153,0.415,0.0365,0.0128,0.0291,5.2,1.44
Cambodia,h020103,2003-08-26,2003,8,26,28.9,6.79,93.0,9.05,0.5128,0.264,0.1669,0.0261,0.781,0.0466,0.123,0.1437,0.0144,0.0878,6.5,1.96
Cambodia,h020103,2003-09-27,2003,9,27,29.8,5.54,52.0,9.42,0.597,0.2268,0.1752,0.0327,0.7806,0.0143,0.159,0.0752,0.0118,0.0499,4.8,2.0
Cambodia,h020103,2003-10-16,2003,10,16,30.1,6.78,9.0,9.4,0.5611,0.2309,0.1668,0.0334,0.776,0.0424,0.112,0.0187,0.0316,0.025,4.2,2.8
Cambodia,h020103,2003-11-21,2003,11,21,29.7,6.54,30.0,9.7,0.528,0.22,0.1896,0.0303,0.7643,0.0266,0.1093,0.0109,0.0441,0.0508,5.4,2.84
Cambodia,h020103,2003-12-14,2003,12,14,27.6,6.65,31.0,9.3,0.5691,0.2029,0.2022,0.0349,0.8209,0.0428,0.1098,0.0268,0.0411,0.0212,6.4,4.16
Cambodia,H020106,2003-01-25,2003,1,25,28.0,7.06,12.66,9.45,0.537,0.1668,0.2036,0.0404,0.824,0.0341,0.109,0.0102,0.0074,0.0096,7.58,2.1931
Cambodia,H020106,2003-02-23,2003,2,23,31.0,7.14,23.33,8.95,0.4616,0.1732,0.2123,0.0417,0.741,0.0555,0.104,0.01146,0.0015,0.0013,7.876,3.9866
Cambodia,H020106,2003-04-24,2003,4,24,33.0,7.52,154.66,7.45,0.3139,0.156,0.2109,0.0483,0.576,0.0528,0.12,0.015,0.0165,0.0063,7.937,3.44
Cambodia,H020106,2003-05-25,2003,5,25,30.0,6.88,7.16,10.181,0.392,0.092,0.39,0.0538,0.676,0.1468,0.17,0.34,0.077,0.0126,5.084,8.74
Cambodia,H020106,2003-06-16,2003,6,16,33.0,7.15,25.33,11.5,0.441,0.294,0.315,0.0588,0.796,0.0231,0.301,0.1529,0.072,0.0154,5.722,1.8
Cambodia,H020106,2003-07-15,2003,7,15,32.0,6.88,3.0,11.5,0.6089,0.2627,0.272,0.0383,0.776,0.0317,0.285,0.2006,0.049,0.0086,5.6,2.24
Cambodia,H020106,2003-08-26,2003,8,26,30.2,6.67,13.0,9.7,0.616,0.1414,0.218,0.0303,0.756,0.0456,0.126,0.0219,0.007,0.0472,5.6,3.0
Cambodia,H020106,2003-09-27,2003,9,27,30.1,6.49,30.0,9.31,0.593,0.1348,0.1712,0.0319,0.756,0.0499,0.134,0.0818,0.0169,0.043,6.5,1.76
Cambodia,H020106,2003-10-16,2003,10,16,30.6,6.77,1.5,8.9,0.5611,0.1911,0.1729,0.0341,0.736,0.0424,0.131,0.01,0.0431,0.0239,5.8,3.84
Cambodia,H020106,2003-11-21,2003,11,21,30.7,6.54,6.0,7.8,0.372,0.168,0.157,0.0313,0.5933,0.0347,0.0826,0.0078,0.1426,0.0697,6.4,4.68
Cambodia,H020106,2003-12-14,2003,12,14,28.7,6.59,27.5,9.4,0.4651,0.2309,0.2002,0.0336,0.7045,0.052,0.1118,0.265,0.0467,0.291,7.2,3.6
Cambodia,H033401,2003-02-22,2003,2,22,30.0,7.09,8.66,9.21,0.4258,0.26667,0.2349,0.0437,0.763,0.0465,0.113,0.0805,0.1356,0.0085,5.801,3.2137
Cambodia,H033401,2003-03-29,2003,3,29,30.0,7.32,139.33,11.75,0.4687,0.212,0.4386,0.07,0.88,0.0145,0.267,0.1306,0.068,0.0079,5.5866,3.68
Cambodia,H033401,2003-04-23,2003,4,23,31.0,7.06,11.33,11.66,0.4771,0.291,0.29,0.051,0.756,0.0153,0.28,0.62,0.083,0.0316,9.301,3.88
Cambodia,H033401,2003-05-26,2003,5,26,31.0,7.03,17.33,16.26,0.772,0.408,0.451,0.0468,1.076,0.0173,0.485,0.099,0.0497,0.032,7.201,1.64
Cambodia,H033401,2003-06-18,2003,6,18,30.7,7.07,169.0,11.8,0.66,0.2985,0.2759,0.0404,0.836,0.0106,0.334,0.1763,0.012,0.0274,5.4,2.0
Cambodia,H033401,2003-06-18,2003,6,18,32.0,7.28,45.43,14.3,0.597,0.413,0.384,0.0382,0.876,0.0197,0.436,0.237,0.058,0.0234,6.982,1.38
Cambodia,H033401,2003-08-13,2003,8,13,29.0,6.66,117.0,11.58,0.64,0.269,0.217,0.0369,0.756,0.0216,0.325,0.1705,0.01,0.101,5.6,3.08
Cambodia,H033401,2003-09-28,2003,9,28,28.9,6.47,109.0,10.99,0.6447,0.2269,0.1792,0.0272,0.776,0.0121,0.261,0.1263,0.0007,0.0835,6.3,1.68
Cambodia,H033401,2003-10-17,2003,10,17,29.8,6.5,18.0,9.5,0.589,0.2229,0.183,0.0319,0.776,0.0272,0.146,0.0138,0.0393,0.0313,3.8514,2.62
Cambodia,H033401,2003-11-23,2003,11,23,29.9,6.59,68.0,9.85,0.536,0.216,0.211,0.0325,0.7643,0.0197,0.1274,0.0172,0.043,0.0605,5.2,3.02
Cambodia,H033401,2003-12-18,2003,12,18,26.5,6.59,12.5,9.3,0.5134,0.1348,0.2183,0.034,0.7531,0.0228,0.141,0.0283,0.0326,0.0427,5.4,4.36
Cambodia,H033402,2003-01-22,2003,1,22,27.0,7.01,12.0,9.2,0.486,0.184,0.2192,0.04,0.696,0.0429,0.113,0.056,0.0587,0.0078,8.299,3.3932
Cambodia,H033402,2003-02-22,2003,2,22,30.0,7.02,3.33,10.17,0.545,0.2231,0.2398,0.0443,0.852,0.0306,0.139,0.1444,0.0016,0.0013,7.304,2.5222
Cambodia,H033402,2003-03-29,2003,3,29,30.0,7.18,2.0,11.17,0.503,0.287,0.3309,0.048,0.876,0.0701,0.193,0.1182,0.0232,0.0176,7.691,3.5
Cambodia,H033402,2003-05-26,2003,5,26,31.0,6.81,12.66,13.48,0.524,0.276,0.47,0.0417,0.896,0.0289,0.34,0.1396,0.0095,0.0263,7.015,2.6
Cambodia,H033402,2003-06-18,2003,6,18,31.0,7.13,59.33,13.8,0.696,0.279,0.371,0.0365,0.876,0.0312,0.406,0.2549,0.0133,0.0263,7.276,1.32
Cambodia,H033402,2003-07-18,2003,7,18,31.2,7.13,124.0,12.4,0.7482,0.2667,0.26671,0.0357,0.856,0.0176,0.327,0.1879,0.0063,0.0177,5.8,1.8
Cambodia,H033402,2003-08-13,2003,8,13,31.2,6.56,135.0,10.94,0.616,0.23,0.1957,0.0292,0.776,0.0217,0.267,0.1689,0.023,0.0609,5.7,2.24
Cambodia,H033402,2003-09-28,2003,9,28,29.0,6.22,110.0,10.49,0.5368,0.2308,0.1802,0.0273,0.746,0.0225,0.232,0.1304,0.0017,0.088,6.0,1.4
Cambodia,H033402,2003-10-17,2003,10,17,29.8,6.62,41.0,9.7,0.6009,0.215,0.189,0.0341,0.796,0.0207,0.134,0.0207,0.0306,0.0233,3.9972,3.0
